pmid,year,mesh,meshTreeNumber
22125116,2012-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
22125116,2012-01-03T00:00:00,Membrane Glycoproteins,D12.776.395.550
22125116,2012-01-03T00:00:00,Membrane Glycoproteins,D12.776.543.550
22125116,2012-01-03T00:00:00,Mutation,G05.365.590
22125116,2012-01-03T00:00:00,"Protein Structure, Secondary",G02.111.570.790.709.600
22201111,2012-01-03T00:00:00,Aged,M01.060.116.100
22201111,2012-01-03T00:00:00,Hippocampus,A08.186.211.464.405
22201111,2012-01-03T00:00:00,Hippocampus,A08.186.211.730.885.287.500.345
22201111,2012-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
22201111,2012-01-03T00:00:00,Magnetic Resonance Imaging,E01.370.350.500
22201111,2012-01-03T00:00:00,Magnetic Resonance Imaging,E01.370.350.825.500
22201111,2012-01-03T00:00:00,Stroke,C10.228.140.300.775
22201111,2012-01-03T00:00:00,Stroke,C14.907.253.855
22214176,2012-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
22214176,2012-01-03T00:00:00,Nanocapsules,D26.255.260.575
22214176,2012-01-03T00:00:00,Nanocapsules,D27.720.280.260.575
22214176,2012-01-03T00:00:00,Nanocapsules,E02.319.300.380.575
22214176,2012-01-03T00:00:00,Nanocapsules,J01.637.512.600.575
22214176,2012-01-03T00:00:00,Prostatic Neoplasms,C04.588.945.440.770
22214176,2012-01-03T00:00:00,Prostatic Neoplasms,C12.294.260.750
22214176,2012-01-03T00:00:00,Prostatic Neoplasms,C12.294.565.625
22214176,2012-01-03T00:00:00,Prostatic Neoplasms,C12.758.409.750
22214176,2012-01-03T00:00:00,Treatment Outcome,E01.789.800
22214176,2012-01-03T00:00:00,Treatment Outcome,N04.761.559.590.800
22214176,2012-01-03T00:00:00,Treatment Outcome,N05.715.360.575.575.800
22215894,2012-01-03T00:00:00,Adolescent,M01.060.057
22215894,2012-01-03T00:00:00,Adult,M01.060.116
22215894,2012-01-03T00:00:00,Aged,M01.060.116.100
22215894,2012-01-03T00:00:00,Child,M01.060.406
22215894,2012-01-03T00:00:00,"Child, Preschool",M01.060.406.448
22215894,2012-01-03T00:00:00,Heart Diseases,C14.280
22215894,2012-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
22215894,2012-01-03T00:00:00,Middle Aged,M01.060.116.630
22215894,2012-01-03T00:00:00,Stroke,C10.228.140.300.775
22215894,2012-01-03T00:00:00,Stroke,C14.907.253.855
22215894,2012-01-03T00:00:00,United States,Z01.107.567.875
22215894,2012-01-03T00:00:00,Young Adult,M01.060.116.815
22218426,2012-01-03T00:00:00,Adolescent,M01.060.057
22218426,2012-01-03T00:00:00,Adult,M01.060.116
22218426,2012-01-03T00:00:00,"Health Knowledge, Attitudes, Practice",F01.100.150.500
22218426,2012-01-03T00:00:00,"Health Knowledge, Attitudes, Practice",N05.300.150.410
22218426,2012-01-03T00:00:00,Health Surveys,E05.318.308.250
22218426,2012-01-03T00:00:00,Health Surveys,N05.715.360.300.375
22218426,2012-01-03T00:00:00,Health Surveys,N06.850.520.308.250
22218426,2012-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
22218426,2012-01-03T00:00:00,Middle Aged,M01.060.116.630
22218426,2012-01-03T00:00:00,Motivation,F01.658
22218426,2012-01-03T00:00:00,Motivation,F01.752.543.500.750
22218426,2012-01-03T00:00:00,Smoking,F01.145.466.753
22218426,2012-01-03T00:00:00,Smoking Cessation,F01.145.940.700
22218426,2012-01-03T00:00:00,United States,Z01.107.567.875
22218426,2012-01-03T00:00:00,Young Adult,M01.060.116.815
22215244,2012-01-04T00:00:00,"Cholangiopancreatography, Endoscopic Retrograde",E01.370.350.700.715.200.200
22215244,2012-01-04T00:00:00,"Cholangiopancreatography, Endoscopic Retrograde",E01.370.372.200.200
22215244,2012-01-04T00:00:00,"Cholangiopancreatography, Endoscopic Retrograde",E01.370.372.250.200
22215244,2012-01-04T00:00:00,"Cholangiopancreatography, Endoscopic Retrograde",E01.370.388.250.250.160
22215244,2012-01-04T00:00:00,"Cholangiopancreatography, Endoscopic Retrograde",E04.210.240.160
22215244,2012-01-04T00:00:00,"Cholangiopancreatography, Endoscopic Retrograde",E04.800.250.250.160
22215244,2012-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
22215244,2012-01-04T00:00:00,Intraoperative Complications,C23.550.505
22223641,2012-01-05T00:00:00,Adenosine Triphosphate,D03.438.759.646.138.236
22223641,2012-01-05T00:00:00,Adenosine Triphosphate,D13.695.667.138.236
22223641,2012-01-05T00:00:00,Adenosine Triphosphate,D13.695.827.068.236
22223641,2012-01-05T00:00:00,Animals,B01.050
22223641,2012-01-05T00:00:00,Cell Line,A11.251.210
22223641,2012-01-05T00:00:00,Endoplasmic Reticulum,A11.284.430.214.190.875.248
22223641,2012-01-05T00:00:00,Gene Deletion,G05.355.600.800.320
22223641,2012-01-05T00:00:00,Gene Deletion,G05.365.590.762.320
22223641,2012-01-05T00:00:00,HSP90 Heat-Shock Proteins,D12.776.580.216.380
22223641,2012-01-05T00:00:00,"Immunity, Innate",G12.450.575
22223641,2012-01-05T00:00:00,Integrins,D12.776.543.750.705.408
22223641,2012-01-05T00:00:00,Molecular Chaperones,D12.776.580
22223641,2012-01-05T00:00:00,"Mutagenesis, Site-Directed",E05.393.420.601.575
22223641,2012-01-05T00:00:00,Toll-Like Receptors,D12.776.543.750.705.910.500
22223751,2012-01-05T00:00:00,Adenosine Triphosphate,D03.438.759.646.138.236
22223751,2012-01-05T00:00:00,Adenosine Triphosphate,D13.695.667.138.236
22223751,2012-01-05T00:00:00,Adenosine Triphosphate,D13.695.827.068.236
22223751,2012-01-05T00:00:00,Animals,B01.050
22223751,2012-01-05T00:00:00,Calcium,D01.268.552.100
22223751,2012-01-05T00:00:00,Calcium,D01.552.539.288
22223751,2012-01-05T00:00:00,Calcium,D23.119.100
22223751,2012-01-05T00:00:00,Calcium Signaling,G02.111.087.800.800.100
22223751,2012-01-05T00:00:00,Calcium Signaling,G02.149.115.800.800.100
22223751,2012-01-05T00:00:00,Calcium Signaling,G03.495.166.500.100
22223751,2012-01-05T00:00:00,Calcium Signaling,G04.299.880.800.100
22223751,2012-01-05T00:00:00,Chondrocytes,A11.329.171
22223751,2012-01-05T00:00:00,Cilia,A11.284.180.165
22223751,2012-01-05T00:00:00,Compressive Strength,G01.374.180
22223751,2012-01-05T00:00:00,Extracellular Matrix,A11.284.295.310
22223751,2012-01-05T00:00:00,"Mechanotransduction, Cellular",G01.154.100.440
22223751,2012-01-05T00:00:00,"Mechanotransduction, Cellular",G01.595.100.440
22223751,2012-01-05T00:00:00,"Mechanotransduction, Cellular",G02.111.087.800.580
22223751,2012-01-05T00:00:00,"Mechanotransduction, Cellular",G02.149.115.800.580
22223751,2012-01-05T00:00:00,"Mechanotransduction, Cellular",G04.299.880.580
22223751,2012-01-05T00:00:00,"Stress, Mechanical",G01.374.676.830
22223751,2012-01-05T00:00:00,"Stress, Mechanical",G01.595.540.830
22225726,2012-01-05T00:00:00,Adult,M01.060.116
22225726,2012-01-05T00:00:00,Aged,M01.060.116.100
22225726,2012-01-05T00:00:00,Artifacts,E05.047
22225726,2012-01-05T00:00:00,Cardiac Output,E01.370.370.380.150
22225726,2012-01-05T00:00:00,Cardiac Output,G09.330.380.124
22225726,2012-01-05T00:00:00,Contrast Media,D27.720.259
22225726,2012-01-05T00:00:00,Coronary Angiography,E01.370.350.700.060.200
22225726,2012-01-05T00:00:00,Coronary Angiography,E01.370.370.050.200
22225726,2012-01-05T00:00:00,Coronary Angiography,E01.370.370.380.200
