pmid,year,mesh,meshTreeNumber
20045663,2010-01-04T00:00:00,Bayes Theorem,E05.318.740.600.200
20045663,2010-01-04T00:00:00,Bayes Theorem,N05.715.360.750.625.150
20045663,2010-01-04T00:00:00,Bayes Theorem,N06.850.520.830.600.200
20045663,2010-01-04T00:00:00,Case-Control Studies,E05.318.760.500.500
20045663,2010-01-04T00:00:00,Case-Control Studies,N05.715.360.775.175.200
20045663,2010-01-04T00:00:00,Case-Control Studies,N06.850.520.450.500.500
20045663,2010-01-04T00:00:00,Child,M01.060.406
20045663,2010-01-04T00:00:00,Developmental Disabilities,F03.550.362
20045663,2010-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
20045663,2010-01-04T00:00:00,Mercury,D01.268.556.504
20045663,2010-01-04T00:00:00,Mercury,D01.268.956.437
20045663,2010-01-04T00:00:00,Mercury,D01.552.544.504
20045663,2010-01-04T00:00:00,Metals,D01.552
20045663,2010-01-04T00:00:00,Pregnancy,G08.686.785.760.769
20045663,2010-01-04T00:00:00,Prenatal Exposure Delayed Effects,C13.703.824.500
20059572,2010-01-04T00:00:00,AIDS-Related Opportunistic Infections,C01.539.597.050
20059572,2010-01-04T00:00:00,AIDS-Related Opportunistic Infections,C02.597.050
20059572,2010-01-04T00:00:00,AIDS-Related Opportunistic Infections,C02.782.815.616.400.100
20059572,2010-01-04T00:00:00,AIDS-Related Opportunistic Infections,C03.684.050
20059572,2010-01-04T00:00:00,AIDS-Related Opportunistic Infections,C20.673.480.100
20059572,2010-01-04T00:00:00,Adult,M01.060.116
20059572,2010-01-04T00:00:00,Aged,M01.060.116.100
20059572,2010-01-04T00:00:00,Anti-Bacterial Agents,D27.505.954.122.085
20059572,2010-01-04T00:00:00,Anti-Retroviral Agents,D27.505.954.122.388.077
20059572,2010-01-04T00:00:00,CD4 Lymphocyte Count,E01.450.375.107.595.500.150
20059572,2010-01-04T00:00:00,CD4 Lymphocyte Count,E05.200.500.195.107.595.500.150
20059572,2010-01-04T00:00:00,CD4 Lymphocyte Count,G04.170.107.595.500.150
20059572,2010-01-04T00:00:00,CD4 Lymphocyte Count,G09.188.105.595.500.150
20059572,2010-01-04T00:00:00,Carrier State,N06.850.160
20059572,2010-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
20059572,2010-01-04T00:00:00,Methicillin-Resistant Staphylococcus aureus,B03.300.390.400.800.750.100.500
20059572,2010-01-04T00:00:00,Methicillin-Resistant Staphylococcus aureus,B03.510.100.750.750.100.500
20059572,2010-01-04T00:00:00,Methicillin-Resistant Staphylococcus aureus,B03.510.400.790.750.100.500
20059572,2010-01-04T00:00:00,Microbial Sensitivity Tests,E05.200.875.595
20059572,2010-01-04T00:00:00,Microbial Sensitivity Tests,E05.337.550.400
20059572,2010-01-04T00:00:00,Middle Aged,M01.060.116.630
20059572,2010-01-04T00:00:00,Outpatients,M01.643.630
20059572,2010-01-04T00:00:00,Young Adult,M01.060.116.815
21122784,2010-01-04T00:00:00,Child,M01.060.406
21122784,2010-01-04T00:00:00,"Child Development Disorders, Pervasive",F03.550.325
21122784,2010-01-04T00:00:00,Cognition,F02.463.188
21122784,2010-01-04T00:00:00,Developmental Disabilities,F03.550.362
