year,pmid,author,coauthor,apid,cpid
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Miran A. Jaffa,2495,2360
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Rebecca Grant Knapp,2495,2460
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Marilyn A. Laken,2495,2501
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Lee Lineberry Saunders,2495,2551
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Lawrence C. Mohr,2495,2689
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Brad W. Neville,2495,2744
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Susan Gayle Reed,2495,2870
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Steven A. Kautz,2495,3099
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Robert F. Woolson,2495,3292
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Wu Wei  Feng,2495,3426
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Bruce I. Ovbiagele,2495,3620
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Jenifer Haskill Voeks,2495,3674
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Dulaney A. Wilson,2495,3770
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Andrea D. Boan,2495,4002
2012-01-03T00:00:00,22215894,Daniel T. Lackland,Angela Marie Malek,2495,4021
2012-01-03T00:00:00,22215894,Tanya Nadine Turan,Christine A. Holmstedt,3136,1924
2012-01-03T00:00:00,22215894,Tanya Nadine Turan,Julio Alejandro Chalela,3136,1951
2012-01-03T00:00:00,22215894,Tanya Nadine Turan,Maria Gisele Matheus,3136,2659
2012-01-03T00:00:00,22215894,Tanya Nadine Turan,Marc Ivor Chimowitz,3136,2663
2012-01-03T00:00:00,22215894,Tanya Nadine Turan,Robert Joseph Adams,3136,2894
2012-01-03T00:00:00,22215894,Tanya Nadine Turan,Truman Roscoe Brown,3136,3176
2012-01-03T00:00:00,22218426,Kenneth Michael Cummings,Anthony J. Alberg,3469,1751
2012-01-03T00:00:00,22218426,Kenneth Michael Cummings,Matthew J. Carpenter,3469,1936
2012-01-03T00:00:00,22218426,Kenneth Michael Cummings,Graham Walter Warren,3469,3660
2012-01-03T00:00:00,22218426,Kenneth Michael Cummings,Luca  Paoletti,3469,3727
2012-01-04T00:00:00,22215244,David B. Adams,Thomas Karl Byrne,1738,1920
2012-01-04T00:00:00,22215244,David B. Adams,Donald O. Castell,1738,1943
2012-01-04T00:00:00,22215244,David B. Adams,Mark H. Delegge,1738,2054
2012-01-04T00:00:00,22215244,David B. Adams,David N. Lewin,1738,2542
2012-01-04T00:00:00,22215244,David B. Adams,Katherine A. Morgan,1738,2698
2012-01-04T00:00:00,22215244,David B. Adams,Stefanie M. Owczarski,1738,2786
2012-01-04T00:00:00,22215244,David B. Adams,John Bayne Selby,1738,2997
2012-01-04T00:00:00,22215244,David B. Adams,Hongjun  Wang,1738,3444
2012-01-04T00:00:00,22215244,David B. Adams,Amit  Agrawal,1738,3605
2012-01-04T00:00:00,22215244,David B. Adams,Norman R. Harvey,1738,4279
2012-01-04T00:00:00,22304255,Michael R. Gold,Salvatore  Chiaramida,2209,1971
2012-01-04T00:00:00,22304255,Michael R. Gold,Frank A. Cuoco,2209,2030
2012-01-04T00:00:00,22304255,Michael R. Gold,Valerian  Fernandes,2209,2151
2012-01-04T00:00:00,22304255,Michael R. Gold,Nancy Judson Finch,2209,2155
2012-01-04T00:00:00,22304255,Michael R. Gold,David  Gregg,2209,2226
2012-01-04T00:00:00,22304255,Michael R. Gold,Robert B. Leman,2209,2534
2012-01-04T00:00:00,22304255,Michael R. Gold,Rupak D. Mukherjee,2209,2720
2012-01-04T00:00:00,22304255,Michael R. Gold,Christopher D. Nielsen,2209,2750
2012-01-04T00:00:00,22304255,Michael R. Gold,John L. Sturdivant,2209,3112
2012-01-04T00:00:00,22304255,Michael R. Gold,Marian H. Taylor,2209,3140
2012-01-04T00:00:00,22304255,Michael R. Gold,John Marcus Wharton,2209,3264
2012-01-04T00:00:00,22304255,Michael R. Gold,Dannah W. Wray,2209,3295
2012-01-04T00:00:00,22304255,Michael R. Gold,Eva R. Serber,2209,3548
2012-01-04T00:00:00,22304255,Michael R. Gold,Anil B. Rajendra,2209,3796
2012-01-05T00:00:00,22223641,Beichu  Guo,Zihai  Li,3358,3326
2012-01-05T00:00:00,22223751,Courtney J. Haycraft,Monika  Gooz,1980,1836
2012-01-05T00:00:00,22223751,Courtney J. Haycraft,Phillip D. Bell,1980,1843
2012-01-05T00:00:00,22223751,Courtney J. Haycraft,William L. Ries,1980,2890
2012-01-05T00:00:00,22223751,Courtney J. Haycraft,Yongren  Wu,1980,4401
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Robert Neal Axon,2190,1796
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Thierry  Bacro,2190,1802
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Cheryl Patrice Lynch,2190,2014
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Leonard Ehianu Egede,2190,2113
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Marvella Elizabeth Ford,2190,2166
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Bonnie B Harris,2190,2272
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Kelly Jean Hunt,2190,2341
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Janice D. Key,2190,2437
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Linda Dowdee Marsh,2190,2605
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Jill G. Mauldin,2190,2610
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Patrick D. Mauldin,2190,2612
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Martina  Mueller,2190,2718
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Peter L Zwerner,2190,3329
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Chanita Ann Hughes Halbert,2190,3381
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Nichole Tripician Tanner,2190,3562
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Kenneth I. Vaden,2190,4079
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,Caitlyn Nicole Ellerbe,2190,4412
2012-01-05T00:00:00,22225726,Mulugeta Gebreselassie Gebregziabher,David M Neyens,2190,4512
2012-01-05T00:00:00,22225858,Richard J. Friedman,Vincent D. Pellegrini,3927,3956
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Carolyn M. Jenkins,2141,2380
2012-01-05T00:00:00,22272197,Frank Anton Treiber,John W. Mcgillicuddy,2141,2636
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Martina  Mueller,2141,2718
2012-01-05T00:00:00,22272197,Frank Anton Treiber,John L. Waller,2141,3237
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Deborah C. Williamson,2141,3280
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Sachin Kantilal Patel,2141,3599
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Justin B. Moore,2141,4422
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Alexey Alexandrovich Vertegel,2141,4766
2012-01-05T00:00:00,22272197,Frank Anton Treiber,Mathew Jon Gregoski,2141,3907
2012-01-05T00:00:00,22272197,Martina  Mueller,David J. Annibale,2718,1772
2012-01-05T00:00:00,22272197,Martina  Mueller,Hilary Jo Bernstein,2718,1850
2012-01-05T00:00:00,22272197,Martina  Mueller,Brian Thomas Conner,2718,1908
2012-01-05T00:00:00,22272197,Martina  Mueller,Frank Anton Treiber,2718,2141
2012-01-05T00:00:00,22272197,Martina  Mueller,Mulugeta Gebreselassie Gebregziabher,2718,2190
2012-01-05T00:00:00,22272197,Martina  Mueller,Teresa J. Kelechi,2718,2427
2012-01-05T00:00:00,22272197,Martina  Mueller,Rebecca Grant Knapp,2718,2460
2012-01-05T00:00:00,22272197,Martina  Mueller,Marilyn A. Laken,2718,2501
2012-01-05T00:00:00,22272197,Martina  Mueller,Susan Dunreath Newman,2718,2746
2012-01-05T00:00:00,22272197,Martina  Mueller,Georgette M. Smith,2718,3053
2012-01-05T00:00:00,22272197,Martina  Mueller,Mathew Jon Gregoski,2718,3907
2012-01-05T00:00:00,22272197,Martina  Mueller,Shannon Marie Hudson,2718,3941
2012-01-05T00:00:00,22272197,Mathew Jon Gregoski,Frank Anton Treiber,3907,2141
2012-01-05T00:00:00,22272197,Mathew Jon Gregoski,Alexey Alexandrovich Vertegel,3907,4766
2012-01-05T00:00:00,22272197,Alexey Alexandrovich Vertegel,Susan Marie Lessner,4766,4424
2012-01-05T00:00:00,22272197,Alexey Alexandrovich Vertegel,Jiro  Nagatomi,4766,4593
2012-01-05T00:00:00,22272197,Alexey Alexandrovich Vertegel,Martine  Laberge,4766,4626
2012-01-05T00:00:00,22272197,Alexey Alexandrovich Vertegel,Narendra R Vyavahare,4766,4683
2012-01-05T00:00:00,22272197,Alexey Alexandrovich Vertegel,Mathew Jon Gregoski,4766,3907
2012-01-06T00:00:00,22224593,Chanita Ann Hughes Halbert,Cathy Lee Melvin,3381,3582
2012-01-06T00:00:00,22228763,Craig C. Beeson,Chung-jen Jen James Chou,1838,1979
2012-01-06T00:00:00,22228763,Craig C. Beeson,Robin C. Muise-helmericks,1838,2730
2012-01-06T00:00:00,22228763,Craig C. Beeson,Rick G Schnellmann,1838,2973
2012-01-06T00:00:00,22228763,Craig C. Beeson,Sherine Swee Lin Chan,1838,3010
2012-01-06T00:00:00,22228763,Craig C. Beeson,Adam J. Smolka,1838,3058
2012-01-06T00:00:00,22228763,Craig C. Beeson,Bryan P. Toole,1838,3170
2012-01-06T00:00:00,22228763,Craig C. Beeson,Christopher Charles Lindsey,1838,3382
2012-01-06T00:00:00,22228763,Craig C. Beeson,Mariana Atina Pehar,1838,3703
2012-01-06T00:00:00,22228763,Craig C. Beeson,Marcelo Raul Vargas,1838,3704
2012-01-06T00:00:00,22228763,Craig C. Beeson,Jennifer J. Rahn,1838,4068
2012-01-06T00:00:00,22228763,John Jay Lemasters,Anna-liisa  Nieminen,2535,1770
2012-01-06T00:00:00,22228763,John Jay Lemasters,David G. Koch,2535,2463
2012-01-06T00:00:00,22228763,John Jay Lemasters,Zhi  Zhong,2535,3323
2012-01-06T00:00:00,22228763,John Jay Lemasters,Eduardo  Maldonado,2535,3488
2012-01-06T00:00:00,22228763,John Jay Lemasters,Venkat Krishnan Ramshesh,2535,3530
2012-01-06T00:00:00,22228763,John Jay Lemasters,Salih  Gencer,2535,4129
2012-01-06T00:00:00,22228809,Rick G Schnellmann,Craig C. Beeson,2973,1838
2012-01-06T00:00:00,22228809,Rick G Schnellmann,Andrew K. Gelasco,2973,2193
2012-01-06T00:00:00,22228809,Rick G Schnellmann,John E. Oatis,2973,2767
2012-01-06T00:00:00,22228809,Rick G Schnellmann,Zhi  Zhong,2973,3323
2012-01-06T00:00:00,22228809,Rick G Schnellmann,Christopher Charles Lindsey,2973,3382
2012-01-06T00:00:00,22228809,Rick G Schnellmann,Benjamin Adam Neely,2973,4109
2012-01-08T00:00:00,22248731,Scott T. Eblen,Jennifer R. Bethard,2104,1852
2012-01-08T00:00:00,22248731,Scott T. Eblen,Joe Boyd Blumer,2104,1863
2012-01-08T00:00:00,22248731,Scott T. Eblen,Jennifer Young Pierce,2104,3312
2012-01-09T00:00:00,22230476,Andrew Booth Lawson,David Gerhard Hoel,1729,2315
2012-01-09T00:00:00,22230476,Andrew Booth Lawson,Bidyut K. Mohanty,1729,2688
2012-01-09T00:00:00,22230476,Andrew Booth Lawson,Caitlyn Nicole Ellerbe,1729,4412
2012-01-09T00:00:00,22230476,Andrew Booth Lawson,John E. Vena,1729,3975
2012-01-09T00:00:00,22231377,Sherron M. Jackson,Mary C. Kral,2357,2474
2012-01-09T00:00:00,22231377,Sherron M. Jackson,Terry C. Dixon,2357,3142
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Charles S. Greenberg,2202,2025
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Florence N. Hutchison,2202,2346
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Diane L. Kamen,2202,2416
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Margaret  Markiewicz,2202,2600
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Tamara Kristine Nowling,2202,2762
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,James C. Oates,2202,2766
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Janardan P. Pandey,2202,2794
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Baerbel  Rohrer,2202,2908
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Edwin A. Smith,2202,3052
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Ida J. Spruill,2202,3078
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Stephen  Tomlinson,2202,3168
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Xian-kui  Zhang,2202,3321
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Paula Sofia Amaral Sal Ramos,2202,3527
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Melissa Ann Cunningham,2202,3635
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Mara Lindsay Lennard Richard,2202,4084
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Pengfei  Li,2202,4119
2012-01-09T00:00:00,22231568,Gary S. Gilkeson,Erin L Collins,2202,4322
2012-01-09T00:00:00,22231568,Diane L. Kamen,Andrew Booth Lawson,2416,1729
2012-01-09T00:00:00,22231568,Diane L. Kamen,Hazel Lavelle Breland,2416,1894
2012-01-09T00:00:00,22231568,Diane L. Kamen,Gary S. Gilkeson,2416,2202
2012-01-09T00:00:00,22231568,Diane L. Kamen,Tamara Kristine Nowling,2416,2762
2012-01-09T00:00:00,22231568,Diane L. Kamen,James C. Oates,2416,2766
2012-01-09T00:00:00,22231568,Diane L. Kamen,Ida J. Spruill,2416,3078
2012-01-09T00:00:00,22231568,Diane L. Kamen,David O. Sword,2416,3130
2012-01-09T00:00:00,22231568,Diane L. Kamen,Paula Sofia Amaral Sal Ramos,2416,3527
2012-01-09T00:00:00,22231568,Diane L. Kamen,John E. Vena,2416,3975
2012-01-09T00:00:00,22232738,Laura Simmons Spruill,Eric J. Lentsch,3753,2114
2012-01-09T00:00:00,22232738,Laura Simmons Spruill,Paul J. Mcdermott,3753,2629
2012-01-09T00:00:00,22232738,Laura Simmons Spruill,David P. Turner,3753,3184
2012-01-09T00:00:00,22232738,Laura Simmons Spruill,Frances Monroe Hughes,3753,4100
2012-01-09T00:00:00,22249026,Amy Dodd Bradshaw,Catalin F. Baicu,1888,1807
2012-01-09T00:00:00,22249026,Amy Dodd Bradshaw,Sundaravadivel  Balasubramanian,1888,3114
2012-01-09T00:00:00,22249026,Amy Dodd Bradshaw,Thomas Keith Borg,1888,3162
2012-01-09T00:00:00,22249026,Amy Dodd Bradshaw,Michael R. Zile,1888,3327
2012-01-09T00:00:00,22249026,Amy Dodd Bradshaw,Harinath  Kasiganesan,1888,3436
2012-01-09T00:00:00,22284622,Sebastiano  Gattoni-celli,Bruce W. Hollis,2188,2322
2012-01-09T00:00:00,22284622,Sebastiano  Gattoni-celli,Mark S. Kindy,2188,2445
2012-01-09T00:00:00,22284622,Sebastiano  Gattoni-celli,David T. Marshall,2188,2602
2012-01-09T00:00:00,22284622,Sebastiano  Gattoni-celli,Stephen J. Savage,2188,2959
2012-01-09T00:00:00,22284622,Sebastiano  Gattoni-celli,Frank Joseph Brescia,2188,3365
2012-01-09T00:00:00,22284622,Sebastiano  Gattoni-celli,Danforth A. Newton,2188,4110
2012-01-09T00:00:00,22284622,Mark S. Kindy,Carl  Atkinson,2445,1792
2012-01-09T00:00:00,22284622,Mark S. Kindy,Narayan R. Bhat,2445,1853
2012-01-09T00:00:00,22284622,Mark S. Kindy,Sebastiano  Gattoni-celli,2445,2188
2012-01-09T00:00:00,22284622,Mark S. Kindy,Tatyana Ivan Gudz,2445,2234
2012-01-09T00:00:00,22284622,Mark S. Kindy,David T. Marshall,2445,2602
2012-01-09T00:00:00,22284622,Mark S. Kindy,Kumar  Sambamurti,2445,2948
2012-01-09T00:00:00,22284622,Mark S. Kindy,Stephen  Tomlinson,2445,3168
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,James H. Abernathy,2064,1728
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,Valerian  Fernandes,2064,2151
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,Christopher D. Nielsen,2064,2750
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,Eric R. Powers,2064,2832
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,Thomas Mark Todoran,2064,3165
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,Richard R. Bayer,2064,3542
2012-01-10T00:00:00,22110009,Daniel H. Steinberg,Mario Augusto Castillo-sang,2064,3699
2012-01-10T00:00:00,22228201,Narendra L. Banik,Craig C. Beeson,1821,1838
2012-01-10T00:00:00,22228201,Narendra L. Banik,Arabinda  Das,1821,2040
2012-01-10T00:00:00,22228201,Narendra L. Banik,Azizul  Haque,1821,2263
2012-01-10T00:00:00,22228201,Narendra L. Banik,Sunil J. Patel,1821,2798
2012-01-10T00:00:00,22228201,Narendra L. Banik,Supriti  Samanta Ray,1821,2947
2012-01-10T00:00:00,22228201,Narendra L. Banik,William A. Vandergrift,1821,3202
2012-01-10T00:00:00,22228201,Narendra L. Banik,Abhay K. Varma,1821,3208
2012-01-10T00:00:00,22228201,Narendra L. Banik,Alexey Alexandrovich Vertegel,1821,4766
2012-01-10T00:00:00,22228201,Arabinda  Das,Narendra L. Banik,2040,1821
2012-01-10T00:00:00,22228201,Arabinda  Das,Sunil J. Patel,2040,2798
2012-01-10T00:00:00,22228201,Arabinda  Das,William A. Vandergrift,2040,3202
2012-01-10T00:00:00,22228201,Arabinda  Das,Abhay K. Varma,2040,3208
2012-01-10T00:00:00,22228201,Arabinda  Das,John J. Woodward,2040,3290
2012-01-10T00:00:00,22228201,Sunil J. Patel,Narendra L. Banik,2798,1821
2012-01-10T00:00:00,22228201,Sunil J. Patel,Julio Alejandro Chalela,2798,1951
2012-01-10T00:00:00,22228201,Sunil J. Patel,Arabinda  Das,2798,2040
2012-01-10T00:00:00,22228201,Sunil J. Patel,William A. Vandergrift,2798,3202
2012-01-10T00:00:00,22228201,William A. Vandergrift,Abhay K. Varma,3202,3208
2012-01-10T00:00:00,22231541,James S. Krause,Sandra S. Brotherton,2476,1896
2012-01-10T00:00:00,22231541,James S. Krause,Clara E. Dismuke,2476,2071
2012-01-10T00:00:00,22231541,James S. Krause,Sara Virella Kraft,2476,2473
2012-01-10T00:00:00,22231541,James S. Krause,Lee Lineberry Saunders,2476,2551
2012-01-10T00:00:00,22231541,James S. Krause,David C. Morrisette,2476,2701
2012-01-10T00:00:00,22231541,James S. Krause,Lisa K. Saladin,2476,2941
2012-01-10T00:00:00,22231541,James S. Krause,Anbesaw W. Selassie,2476,2996
2012-01-10T00:00:00,22231541,James S. Krause,Yue  Cao,2476,3573
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Sandra S. Brotherton,2551,1896
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Elizabeth G. Hill,2551,2306
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Sara Virella Kraft,2551,2473
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,James S. Krause,2551,2476
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Daniel T. Lackland,2551,2495
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Sunil J. Patel,2551,2798
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Anbesaw W. Selassie,2551,2996
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Georgette M. Smith,2551,3053
2012-01-10T00:00:00,22231541,Lee Lineberry Saunders,Abhay K. Varma,2551,3208
2012-01-10T00:00:00,22234947,Alejandro Marin Spiotta,Aquilla Scott Turk,3609,1789
2012-01-10T00:00:00,22234947,Alejandro Marin Spiotta,Raymond Dwight Turner,3609,2862
2012-01-10T00:00:00,22234947,Alejandro Marin Spiotta,Holly Judith Tillman,3609,3441
2012-01-10T00:00:00,22240084,Johnell O Brooks,Ian D Walker,4595,4574
2012-01-10T00:00:00,22240084,Johnell O Brooks,Jennifer H Ogle,4595,4690
2012-01-10T00:00:00,22240084,Johnell O Brooks,Paul  Venhovens,4595,4699
2012-01-11T00:00:00,22234379,Kathleen T Brady,Sudie  Back,2,1801
2012-01-11T00:00:00,22234379,Kathleen T Brady,Colleen Ann Hanlon,2,1925
2012-01-11T00:00:00,22234379,Kathleen T Brady,Jeffrey S. Cluver,2,1989
2012-01-11T00:00:00,22234379,Kathleen T Brady,Deborah V. Deas-nesmith,2,2051
2012-01-11T00:00:00,22234379,Kathleen T Brady,Elizabeth J. Santa Ana,2,2115
2012-01-11T00:00:00,22234379,Kathleen T Brady,Kevin M. Gray,2,2222
2012-01-11T00:00:00,22234379,Kathleen T Brady,Karen J. Hartwell,2,2277
2012-01-11T00:00:00,22234379,Kathleen T Brady,Louise F. Haynes,2,2285
2012-01-11T00:00:00,22234379,Kathleen T Brady,Jane Elizabeth Joseph,2,2376
2012-01-11T00:00:00,22234379,Kathleen T Brady,Peter W. Kalivas,2,2413
2012-01-11T00:00:00,22234379,Kathleen T Brady,Kirk Allen Meekins,2,2414
2012-01-11T00:00:00,22234379,Kathleen T Brady,Therese K. Killeen,2,2442
2012-01-11T00:00:00,22234379,Kathleen T Brady,Jeffrey E. Korte,2,2469
2012-01-11T00:00:00,22234379,Kathleen T Brady,Markus J. Kruesi,2,2481
2012-01-11T00:00:00,22234379,Kathleen T Brady,Steven D. Larowe,2,2512
2012-01-11T00:00:00,22234379,Kathleen T Brady,Xingbao  Li,2,2554
2012-01-11T00:00:00,22234379,Kathleen T Brady,Robert J. Malcolm,2,2591
2012-01-11T00:00:00,22234379,Kathleen T Brady,Jenna L. Mccauley,2,2623
2012-01-11T00:00:00,22234379,Kathleen T Brady,Aimee Louise Mcrae-clark,2,2643
2012-01-11T00:00:00,22234379,Kathleen T Brady,Margaret Marie Moran-santa Maria,2,2696
2012-01-11T00:00:00,22234379,Kathleen T Brady,Donald L. Myrick,2,2732
2012-01-11T00:00:00,22234379,Kathleen T Brady,Nathaniel Lee Baker,2,2733
2012-01-11T00:00:00,22234379,Kathleen T Brady,Patrick K. Randall,2,2853
2012-01-11T00:00:00,22234379,Kathleen T Brady,Michael E. Saladin,2,2942
2012-01-11T00:00:00,22234379,Kathleen T Brady,Ann-catherin  Simpson,2,3032
2012-01-11T00:00:00,22234379,Kathleen T Brady,Susan C. Sonne,2,3066
2012-01-11T00:00:00,22234379,Kathleen T Brady,Eve G. Spratt,2,3076
2012-01-11T00:00:00,22234379,Kathleen T Brady,Kelly Stephenson Barth,2,3089
2012-01-11T00:00:00,22234379,Kathleen T Brady,Suzanne Thomas Withers,2,3155
2012-01-11T00:00:00,22234379,Kathleen T Brady,Bryan K. Tolliver,2,3167
2012-01-11T00:00:00,22234379,Kathleen T Brady,Sharon Dziuba Yeatts,2,3306
2012-01-11T00:00:00,22234379,Kathleen T Brady,Elisabeth L Kryway,2,3418
2012-01-11T00:00:00,22234379,Kathleen T Brady,Viswanathan  Ramakrishnan,2,3564
2012-01-11T00:00:00,22234379,Kathleen T Brady,James J. Prisciandaro,2,3676
2012-01-11T00:00:00,22234379,Kathleen T Brady,Katrina  Fryar,2,4074
2012-01-11T00:00:00,22234379,Kathleen T Brady,Katie  Reilly,2,4077
2012-01-11T00:00:00,22234379,Kathleen T Brady,Randall  Alexander,2,4128
2012-01-11T00:00:00,22234379,Kathleen T Brady,Julianne C. Flanagan,2,3877
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Kathleen T Brady,2643,2
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Karen J. Hartwell,2643,2277
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Jane Elizabeth Joseph,2643,2376
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Therese K. Killeen,2643,2442
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Margaret Marie Moran-santa Maria,2643,2696
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Nathaniel Lee Baker,2643,2733
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Michael E. Saladin,2643,2942
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Susan C. Sonne,2643,3066
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Bryan K. Tolliver,2643,3167
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,Elisabeth L Kryway,2643,3418
2012-01-11T00:00:00,22234379,Aimee Louise Mcrae-clark,James J. Prisciandaro,2643,3676
2012-01-11T00:00:00,22234379,Nathaniel Lee Baker,Susan J. Ackerman,2733,1735
2012-01-11T00:00:00,22234379,Nathaniel Lee Baker,Munazza  Anis,2733,1768
2012-01-11T00:00:00,22234379,Nathaniel Lee Baker,Abid  Irshad,2733,2351
