pmid,year,mesh,meshTreeNumber
21204569,2011-01-04T00:00:00,Graphite,D01.268.150.300
21204569,2011-01-04T00:00:00,Graphite,D01.578.300
21204569,2011-01-04T00:00:00,Materials Testing,E05.570
21204569,2011-01-04T00:00:00,Nanostructures,J01.637.512
21204569,2011-01-04T00:00:00,"Spectrum Analysis, Raman",E05.196.822.860
21204569,2011-01-04T00:00:00,"Spectrum Analysis, Raman",E05.196.867.890
21204569,2011-01-04T00:00:00,Surface Properties,G02.842.850
21209394,2011-01-05T00:00:00,Animals,B01.050
21209394,2011-01-05T00:00:00,Cell Proliferation,G04.299.233.750
21209394,2011-01-05T00:00:00,Cell Proliferation,G07.700.320.249.410.750
21209394,2011-01-05T00:00:00,Disease Progression,C23.550.291.656
21209394,2011-01-05T00:00:00,"Gene Expression Regulation, Neoplastic",G05.355.315.370
21209394,2011-01-05T00:00:00,Head and Neck Neoplasms,C04.588.443
21209394,2011-01-05T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
21209394,2011-01-05T00:00:00,"Models, Genetic",E05.599.395.397
21209394,2011-01-05T00:00:00,Oligonucleotide Array Sequence Analysis,E05.196.630.570.660
21209394,2011-01-05T00:00:00,Oligonucleotide Array Sequence Analysis,E05.393.525.640
21209394,2011-01-05T00:00:00,Oligonucleotide Array Sequence Analysis,E05.393.661.640
21209394,2011-01-05T00:00:00,Oligonucleotide Array Sequence Analysis,E05.393.760.640
21209394,2011-01-05T00:00:00,Oligonucleotide Array Sequence Analysis,E05.588.570.660
21209394,2011-01-05T00:00:00,Oligonucleotide Array Sequence Analysis,E05.601.640
21209394,2011-01-05T00:00:00,Phosphotransferases (Alcohol Group Acceptor),D08.811.913.696.620
21209394,2011-01-05T00:00:00,Proto-Oncogene Proteins c-akt,D08.811.913.696.620.682.700.755
21209394,2011-01-05T00:00:00,Proto-Oncogene Proteins c-akt,D12.776.476.565
21209394,2011-01-05T00:00:00,Proto-Oncogene Proteins c-akt,D12.776.624.664.700.168
21209625,2011-01-06T00:00:00,Animals,B01.050
21209625,2011-01-06T00:00:00,Gene Transfer Techniques,E05.393.350
21209625,2011-01-06T00:00:00,Genetic Vectors,G05.360.337
21209625,2011-01-06T00:00:00,"Hair Cells, Auditory",A08.663.650.250
21209625,2011-01-06T00:00:00,"Hair Cells, Auditory",A08.663.650.915.750.600.350
21209625,2011-01-06T00:00:00,"Hair Cells, Auditory",A08.800.950.750.600.350
21209625,2011-01-06T00:00:00,"Hair Cells, Auditory",A09.246.631.246.577.325
21209625,2011-01-06T00:00:00,"Hair Cells, Auditory",A11.671.650.250
21209625,2011-01-06T00:00:00,"Hair Cells, Auditory",A11.671.650.915.750.600.350
21209625,2011-01-06T00:00:00,Hearing Loss,C09.218.458.341
21209625,2011-01-06T00:00:00,Hearing Loss,C10.597.751.418.341
21209625,2011-01-06T00:00:00,Hearing Loss,C23.888.592.763.393.341
21209625,2011-01-06T00:00:00,"Mice, Inbred CBA",B01.050.050.157.520.440
21209625,2011-01-06T00:00:00,"Mice, Inbred CBA",B01.050.050.199.520.520.440
21209625,2011-01-06T00:00:00,"Mice, Inbred CBA",B01.050.150.900.649.865.635.505.500.400.440
21209625,2011-01-06T00:00:00,"Transduction, Genetic",E05.393.350.800
21209625,2011-01-06T00:00:00,"Transduction, Genetic",G05.355.760.850
21213206,2011-01-06T00:00:00,Cholesterol,D04.808.247.222.284
21213206,2011-01-06T00:00:00,Cholesterol,D04.808.247.808.197
21213206,2011-01-06T00:00:00,Cholesterol,D10.570.938.208
21213206,2011-01-06T00:00:00,Cholesterol,D10.851.208
21213206,2011-01-06T00:00:00,Chylothorax,C08.528.142
21213206,2011-01-06T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
21213206,2011-01-06T00:00:00,Pleural Effusion,C08.528.652
21215736,2011-01-06T00:00:00,Aldehyde Dehydrogenase,D08.811.682.657.163.249
21215736,2011-01-06T00:00:00,Animals,B01.050
21215736,2011-01-06T00:00:00,"Evolution, Molecular",G05.355.265.250
21215736,2011-01-06T00:00:00,"Evolution, Molecular",G16.100.275.250
21215736,2011-01-06T00:00:00,Folic Acid,D03.438.733.631.400
21215736,2011-01-06T00:00:00,Genomics,H01.158.273.180.350
21215736,2011-01-06T00:00:00,Genomics,H01.158.273.343.350
21215736,2011-01-06T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
21215736,2011-01-06T00:00:00,Phylogeny,G05.697
21215736,2011-01-06T00:00:00,Phylogeny,G16.100.275.605
21215736,2011-01-06T00:00:00,Phylogeny,L01.100.697
21215736,2011-01-06T00:00:00,"Sequence Homology, Amino Acid",G02.111.810.200
21215736,2011-01-06T00:00:00,"Sequence Homology, Amino Acid",G05.810.200
21377805,2011-01-06T00:00:00,Adolescent,M01.060.057
21377805,2011-01-06T00:00:00,Crime Victims,M01.135
21377805,2011-01-06T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
21377805,2011-01-06T00:00:00,Juvenile Delinquency,I01.880.735.479
21377805,2011-01-06T00:00:00,Risk Factors,E05.318.740.600.800.725
21377805,2011-01-06T00:00:00,Risk Factors,N05.715.350.200.700
21377805,2011-01-06T00:00:00,Risk Factors,N05.715.360.750.625.700.700
21377805,2011-01-06T00:00:00,Risk Factors,N06.850.490.625.750
21377805,2011-01-06T00:00:00,Risk Factors,N06.850.520.830.600.800.725
21377805,2011-01-06T00:00:00,Risk-Taking,F01.145.722
21377805,2011-01-06T00:00:00,Substance-Related Disorders,C21.739
21377805,2011-01-06T00:00:00,Substance-Related Disorders,F03.900
21377805,2011-01-06T00:00:00,Time Factors,G01.910.857
21377805,2011-01-06T00:00:00,United States,Z01.107.567.875
21377805,2011-01-06T00:00:00,Violence,I01.198.240.856
21377805,2011-01-06T00:00:00,Violence,I01.880.735.900
21212663,2011-01-07T00:00:00,Adult,M01.060.116
21212663,2011-01-07T00:00:00,Age Factors,N05.715.350.075
21212663,2011-01-07T00:00:00,Age Factors,N06.850.490.250
21212663,2011-01-07T00:00:00,Health Surveys,E05.318.308.250
21212663,2011-01-07T00:00:00,Health Surveys,N05.715.360.300.375
21212663,2011-01-07T00:00:00,Health Surveys,N06.850.520.308.250
21212663,2011-01-07T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
21212663,2011-01-07T00:00:00,Middle Aged,M01.060.116.630
21212663,2011-01-07T00:00:00,Risk Assessment,E05.318.740.600.800.715
21212663,2011-01-07T00:00:00,Risk Assessment,N04.452.871.715
21212663,2011-01-07T00:00:00,Risk Assessment,N05.715.360.750.625.700.690
21212663,2011-01-07T00:00:00,Risk Assessment,N06.850.505.715
21212663,2011-01-07T00:00:00,Risk Assessment,N06.850.520.830.600.800.715
21212663,2011-01-07T00:00:00,Risk Factors,E05.318.740.600.800.725
21212663,2011-01-07T00:00:00,Risk Factors,N05.715.350.200.700
21212663,2011-01-07T00:00:00,Risk Factors,N05.715.360.750.625.700.700
21212663,2011-01-07T00:00:00,Risk Factors,N06.850.490.625.750
21212663,2011-01-07T00:00:00,Risk Factors,N06.850.520.830.600.800.725
21212663,2011-01-07T00:00:00,Sex Factors,N05.715.350.675
21212663,2011-01-07T00:00:00,Sex Factors,N06.850.490.875
21212663,2011-01-07T00:00:00,Stroke,C10.228.140.300.775
21212663,2011-01-07T00:00:00,Stroke,C14.907.253.855
21212663,2011-01-07T00:00:00,United States,Z01.107.567.875
21216243,2011-01-07T00:00:00,Animals,B01.050
21216243,2011-01-07T00:00:00,Endothelin-1,D12.644.276.400.225
21216243,2011-01-07T00:00:00,Endothelin-1,D12.776.467.400.225
21216243,2011-01-07T00:00:00,Endothelin-1,D23.529.400.225
21216243,2011-01-07T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
21216243,2011-01-07T00:00:00,Liver,A03.620
21216243,2011-01-07T00:00:00,"Promoter Regions, Genetic",G02.111.570.080.689.675
21216243,2011-01-07T00:00:00,"Promoter Regions, Genetic",G05.360.080.689.675
21216243,2011-01-07T00:00:00,"Promoter Regions, Genetic",G05.360.340.024.340.137.750.680
21216243,2011-01-07T00:00:00,Protein Precursors,D12.776.811
21216243,2011-01-07T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
21216243,2011-01-07T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
21216243,2011-01-07T00:00:00,Signal Transduction,G02.111.087.800
21216243,2011-01-07T00:00:00,Signal Transduction,G02.149.115.800
21216243,2011-01-07T00:00:00,Signal Transduction,G04.299.880
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.644.276.374.500.800
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.644.276.374.750.626
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.644.276.972.626
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.776.124.900
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.776.395.930
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.776.467.374.500.800
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.776.467.374.750.626
21216243,2011-01-07T00:00:00,Tumor Necrosis Factor-alpha,D12.776.467.972.626
