pmid,year,mesh,meshTreeNumber
16395289,2006-01-04T00:00:00,Adult,M01.060.116
16395289,2006-01-04T00:00:00,Aged,M01.060.116.100
16395289,2006-01-04T00:00:00,Brain Ischemia,C10.228.140.300.150
16395289,2006-01-04T00:00:00,Brain Ischemia,C14.907.253.092
16395289,2006-01-04T00:00:00,Fibrinolytic Agents,D27.505.519.421.750
16395289,2006-01-04T00:00:00,Fibrinolytic Agents,D27.505.954.411.320
16395289,2006-01-04T00:00:00,Fibrinolytic Agents,D27.505.954.502.427
16395289,2006-01-04T00:00:00,Gene Expression Profiling,E05.393.332
16395289,2006-01-04T00:00:00,Gene Expression Regulation,G05.355.315
16395289,2006-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16395289,2006-01-04T00:00:00,Inflammation,C23.550.470
16395289,2006-01-04T00:00:00,Middle Aged,M01.060.116.630
16395289,2006-01-04T00:00:00,Monocytes,A11.118.637.555.652
16395289,2006-01-04T00:00:00,Monocytes,A11.148.580
16395289,2006-01-04T00:00:00,Monocytes,A11.627.624
16395289,2006-01-04T00:00:00,Monocytes,A11.733.547
16395289,2006-01-04T00:00:00,Monocytes,A15.145.229.637.555.652
16395289,2006-01-04T00:00:00,Monocytes,A15.378.316.580
16395289,2006-01-04T00:00:00,Monocytes,A15.382.490.555.652
16395289,2006-01-04T00:00:00,Monocytes,A15.382.680.547
16395289,2006-01-04T00:00:00,Monocytes,A15.382.812.547
16395289,2006-01-04T00:00:00,Neutrophils,A11.118.637.415.583
16395289,2006-01-04T00:00:00,Neutrophils,A11.627.340.583
16395289,2006-01-04T00:00:00,Neutrophils,A11.733.689
16395289,2006-01-04T00:00:00,Neutrophils,A15.145.229.637.415.583
16395289,2006-01-04T00:00:00,Neutrophils,A15.382.490.315.583
16395289,2006-01-04T00:00:00,Neutrophils,A15.382.680.689
16395289,2006-01-04T00:00:00,Oligonucleotide Array Sequence Analysis,E05.196.630.570.660
16395289,2006-01-04T00:00:00,Oligonucleotide Array Sequence Analysis,E05.393.525.640
16395289,2006-01-04T00:00:00,Oligonucleotide Array Sequence Analysis,E05.393.661.640
16395289,2006-01-04T00:00:00,Oligonucleotide Array Sequence Analysis,E05.393.760.640
16395289,2006-01-04T00:00:00,Oligonucleotide Array Sequence Analysis,E05.588.570.660
16395289,2006-01-04T00:00:00,Oligonucleotide Array Sequence Analysis,E05.601.640
16395289,2006-01-04T00:00:00,Peptides,D12.644
16395289,2006-01-04T00:00:00,Platelet Aggregation Inhibitors,D27.505.954.502.780
16395289,2006-01-04T00:00:00,Stroke,C10.228.140.300.775
16395289,2006-01-04T00:00:00,Stroke,C14.907.253.855
16395289,2006-01-04T00:00:00,Tissue Plasminogen Activator,D08.811.277.656.300.760.875
16395289,2006-01-04T00:00:00,Tissue Plasminogen Activator,D08.811.277.656.959.350.875
16395289,2006-01-04T00:00:00,Tissue Plasminogen Activator,D12.776.124.125.662.768
16395289,2006-01-04T00:00:00,Tissue Plasminogen Activator,D23.119.970
16399687,2006-01-04T00:00:00,Animals,B01.050
16399687,2006-01-04T00:00:00,Dopamine,D02.092.211.215.311.342
16399687,2006-01-04T00:00:00,Dopamine,D02.092.311.342
16399687,2006-01-04T00:00:00,Neurons,A08.663
16399687,2006-01-04T00:00:00,Neurons,A11.671
16399687,2006-01-04T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
16399687,2006-01-04T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
16399687,2006-01-04T00:00:00,Sleep,F02.830.855
16399687,2006-01-04T00:00:00,Sleep,G11.561.600.815
16399687,2006-01-04T00:00:00,Wakefulness,F02.830.104.821
16399687,2006-01-04T00:00:00,Wakefulness,G11.561.600.042.738
16461051,2006-01-04T00:00:00,Adult,M01.060.116
16461051,2006-01-04T00:00:00,Atrial Fibrillation,C14.280.067.198
16461051,2006-01-04T00:00:00,Atrial Fibrillation,C23.550.073.198
16461051,2006-01-04T00:00:00,Collagen,D05.750.078.280
16461051,2006-01-04T00:00:00,Collagen,D12.776.860.300.250
16461051,2006-01-04T00:00:00,Heart Atria,A07.541.358
16461051,2006-01-04T00:00:00,Heart Failure,C14.280.434
16461051,2006-01-04T00:00:00,Heart Ventricles,A07.541.560
16461051,2006-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16461051,2006-01-04T00:00:00,Matrix Metalloproteinases,D08.811.277.656.300.480.525
16461051,2006-01-04T00:00:00,Matrix Metalloproteinases,D08.811.277.656.675.374.525
16461051,2006-01-04T00:00:00,Middle Aged,M01.060.116.630
16461051,2006-01-04T00:00:00,Myocardium,A02.633.580
16461051,2006-01-04T00:00:00,Myocardium,A07.541.704
16461051,2006-01-04T00:00:00,Myocardium,A10.690.552.750
16461051,2006-01-04T00:00:00,Tissue Inhibitor of Metalloproteinases,D12.776.926
16461051,2006-01-04T00:00:00,Ventricular Remodeling,C23.300.985
16461051,2006-01-04T00:00:00,Ventricular Remodeling,G09.330.190.962.975
16500415,2006-01-04T00:00:00,Adult,M01.060.116
16500415,2006-01-04T00:00:00,Gastroesophageal Reflux,C06.405.117.119.500.484
16500415,2006-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16500415,2006-01-04T00:00:00,Laparoscopy,E01.370.388.250.520
16500415,2006-01-04T00:00:00,Laparoscopy,E04.800.250.520
16407281,2006-01-05T00:00:00,Adult,M01.060.116
16407281,2006-01-05T00:00:00,Amino Acid Sequence,G02.111.570.060
16407281,2006-01-05T00:00:00,Amino Acid Sequence,L01.453.245.667.060
16407281,2006-01-05T00:00:00,Animals,B01.050
16407281,2006-01-05T00:00:00,Epithelial Cells,A11.436
16407281,2006-01-05T00:00:00,Gene Expression,G05.355.310
16407281,2006-01-05T00:00:00,Hemoglobins,D12.776.124.400
16407281,2006-01-05T00:00:00,Hemoglobins,D12.776.422.316.762
16407281,2006-01-05T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16407281,2006-01-05T00:00:00,Molecular Sequence Data,L01.453.245.667
16407281,2006-01-05T00:00:00,Pulmonary Alveoli,A04.411.715
16407281,2006-01-05T00:00:00,"RNA, Messenger",D13.444.735.544
16407281,2006-01-05T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
16399872,2006-01-06T00:00:00,Animals,B01.050
16399872,2006-01-06T00:00:00,Apoptosis,G04.299.139.160
16399872,2006-01-06T00:00:00,Calcium,D01.268.552.100
16399872,2006-01-06T00:00:00,Calcium,D01.552.539.288
16399872,2006-01-06T00:00:00,Calcium,D23.119.100
16399872,2006-01-06T00:00:00,Calcium Signaling,G02.111.087.800.800.100
16399872,2006-01-06T00:00:00,Calcium Signaling,G02.149.115.800.800.100
16399872,2006-01-06T00:00:00,Calcium Signaling,G03.495.166.500.100
16399872,2006-01-06T00:00:00,Calcium Signaling,G04.299.880.800.100
16399872,2006-01-06T00:00:00,Ion Channels,D12.776.157.530.400
16399872,2006-01-06T00:00:00,Ion Channels,D12.776.543.550.425
16399872,2006-01-06T00:00:00,Ion Channels,D12.776.543.585.400
16399872,2006-01-06T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
16399872,2006-01-06T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
16399872,2006-01-06T00:00:00,Reactive Oxygen Species,D01.339.431
16399872,2006-01-06T00:00:00,Reactive Oxygen Species,D01.650.775
16399872,2006-01-06T00:00:00,Reperfusion Injury,C14.907.725
16399872,2006-01-06T00:00:00,Reperfusion Injury,C23.550.767.877
16399955,2006-01-06T00:00:00,Animals,B01.050
16399955,2006-01-06T00:00:00,Bronchoalveolar Lavage Fluid,E05.510.100.500
16399955,2006-01-06T00:00:00,Glutathione,D12.644.456.448
16399955,2006-01-06T00:00:00,Hyperoxia,C23.888.852.567
16399955,2006-01-06T00:00:00,Lung,A04.411
16399955,2006-01-06T00:00:00,Lung Diseases,C08.381
16399955,2006-01-06T00:00:00,"Mice, Transgenic",B01.050.050.680.136.500
16399955,2006-01-06T00:00:00,"Mice, Transgenic",B01.050.150.900.649.865.635.505.500.800
16399955,2006-01-06T00:00:00,Oxidative Stress,G03.495.710
16399955,2006-01-06T00:00:00,Oxidative Stress,G07.700.830.750
16399955,2006-01-06T00:00:00,Oxygen,D01.268.185.550
16399955,2006-01-06T00:00:00,Oxygen,D01.362.670
16399955,2006-01-06T00:00:00,Peroxidases,D08.811.682.732
16399955,2006-01-06T00:00:00,Peroxiredoxin VI,D08.811.277.352.100.680.750.937.300.500
16399955,2006-01-06T00:00:00,Peroxiredoxin VI,D08.811.277.352.100.680.750.937.625.624
16399955,2006-01-06T00:00:00,Peroxiredoxin VI,D08.811.682.732.850.500
16399955,2006-01-06T00:00:00,Peroxiredoxins,D08.811.682.732.850
16406215,2006-01-06T00:00:00,Adult,M01.060.116
16406215,2006-01-06T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16406215,2006-01-06T00:00:00,Personality,F01.752
16406215,2006-01-06T00:00:00,Personality Inventory,F04.711.647.513
16406215,2006-01-06T00:00:00,Questionnaires,E05.318.308.750
16406215,2006-01-06T00:00:00,Questionnaires,L01.280.800
16406215,2006-01-06T00:00:00,Questionnaires,N05.715.360.300.695
16406215,2006-01-06T00:00:00,Questionnaires,N06.850.520.308.750
16401625,2006-01-09T00:00:00,Adenoviridae,B04.280.030
16401625,2006-01-09T00:00:00,Adenoviridae,B04.909.204.097
16401625,2006-01-09T00:00:00,Animals,B01.050
16401625,2006-01-09T00:00:00,Apoptosis,G04.299.139.160
16401625,2006-01-09T00:00:00,Gene Transfer Techniques,E05.393.350
16401625,2006-01-09T00:00:00,Gentamicins,D09.408.051.374
16401625,2006-01-09T00:00:00,Kidney,A05.810.453
16401625,2006-01-09T00:00:00,Kinins,D12.644.276.812
16401625,2006-01-09T00:00:00,Kinins,D12.776.467.812
16401625,2006-01-09T00:00:00,Kinins,D23.469.050.375
16401625,2006-01-09T00:00:00,Kinins,D23.529.812
16401625,2006-01-09T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
16401625,2006-01-09T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
16401625,2006-01-09T00:00:00,Tissue Kallikreins,D08.811.277.656.300.760.442.875
16401625,2006-01-09T00:00:00,Tissue Kallikreins,D08.811.277.656.959.350.442.875
16401625,2006-01-09T00:00:00,Tissue Kallikreins,D23.101.840.870
16388594,2006-01-10T00:00:00,Animals,B01.050
16388594,2006-01-10T00:00:00,Binding Sites,G02.111.570.120
16388594,2006-01-10T00:00:00,"Drug Resistance, Neoplasm",G07.690.320.395
16388594,2006-01-10T00:00:00,Gene Expression Regulation,G05.355.315
16388594,2006-01-10T00:00:00,Genetic Vectors,G05.360.337
16388594,2006-01-10T00:00:00,Mitosis,G04.299.134.220.220.781
16388594,2006-01-10T00:00:00,Mitosis,G05.355.105.220.781
16388594,2006-01-10T00:00:00,Mutation,G05.365.590
16388594,2006-01-10T00:00:00,Tubulin,D05.750.078.734.800
16388594,2006-01-10T00:00:00,Tubulin,D12.776.220.600.800
16388594,2006-01-10T00:00:00,Tubulin,D12.776.641.920
16874071,2006-01-10T00:00:00,Amines,D02.092
16874071,2006-01-10T00:00:00,Animals,B01.050
16874071,2006-01-10T00:00:00,Autophagy,G04.299.139.399
16874071,2006-01-10T00:00:00,Autophagy,G04.299.482.350.091
16874071,2006-01-10T00:00:00,Fluorescent Dyes,D27.720.233.348
16874071,2006-01-10T00:00:00,Fluorescent Dyes,D27.720.470.330.348
16874071,2006-01-10T00:00:00,Fluorescent Dyes,D27.720.470.410.505.500
16874071,2006-01-10T00:00:00,Hepatocytes,A11.436.348
16874071,2006-01-10T00:00:00,"Microscopy, Confocal",E01.370.350.515.395
16874071,2006-01-10T00:00:00,"Microscopy, Confocal",E05.595.395
16874071,2006-01-10T00:00:00,"Mitochondria, Liver",A11.284.430.214.190.875.564.461
16874071,2006-01-10T00:00:00,"Mitochondria, Liver",A11.284.835.626.461
16874071,2006-01-10T00:00:00,Protein Kinase Inhibitors,D27.505.519.389.755
16874071,2006-01-10T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
16410474,2006-01-12T00:00:00,Brain,A08.186.211
16410474,2006-01-12T00:00:00,Brain Ischemia,C10.228.140.300.150
16410474,2006-01-12T00:00:00,Brain Ischemia,C14.907.253.092
16410474,2006-01-12T00:00:00,Cerebrovascular Disorders,C10.228.140.300
16410474,2006-01-12T00:00:00,Cerebrovascular Disorders,C14.907.253
16410474,2006-01-12T00:00:00,Cost-Benefit Analysis,N03.219.151.125
16410474,2006-01-12T00:00:00,Health Policy,I01.880.604.825.608.400
16410474,2006-01-12T00:00:00,Health Policy,N03.706.825.608.428
16410474,2006-01-12T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16410474,2006-01-12T00:00:00,Ischemia,C23.550.513
16410474,2006-01-12T00:00:00,Stroke,C10.228.140.300.775
16410474,2006-01-12T00:00:00,Stroke,C14.907.253.855
16410474,2006-01-12T00:00:00,Treatment Outcome,E01.789.800
16410474,2006-01-12T00:00:00,Treatment Outcome,N04.761.559.590.800
16410474,2006-01-12T00:00:00,Treatment Outcome,N05.715.360.575.575.800
16410615,2006-01-12T00:00:00,"Gene Expression Regulation, Viral",G05.355.315.385
16410615,2006-01-12T00:00:00,Hepatitis B virus,B04.280.375.650.425
16410615,2006-01-12T00:00:00,Hepatitis B virus,B04.450.390.650.425
16410615,2006-01-12T00:00:00,Hepatitis B virus,B04.909.204.340.650.425
16410615,2006-01-12T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16410615,2006-01-12T00:00:00,"RNA, Viral",D13.444.735.828
16410615,2006-01-12T00:00:00,RNA-Binding Proteins,D12.776.157.725
16410615,2006-01-12T00:00:00,RNA-Binding Proteins,D12.776.664.962
16201965,2006-01-15T00:00:00,Ceramides,D02.065.313
16201965,2006-01-15T00:00:00,Ceramides,D09.400.410.420.525.200
16201965,2006-01-15T00:00:00,Ceramides,D10.390.470.675.200
16201965,2006-01-15T00:00:00,Ceramides,D10.570.877.360.612.200
16201965,2006-01-15T00:00:00,Gene Expression Regulation,G05.355.315
16201965,2006-01-15T00:00:00,Golgi Apparatus,A11.284.430.214.190.875.336
16201965,2006-01-15T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
16201965,2006-01-15T00:00:00,Oxidative Stress,G03.495.710
16201965,2006-01-15T00:00:00,Oxidative Stress,G07.700.830.750
16201965,2006-01-15T00:00:00,Proto-Oncogene Proteins c-myc,D12.776.260.676
16201965,2006-01-15T00:00:00,Proto-Oncogene Proteins c-myc,D12.776.624.664.700.189
16201965,2006-01-15T00:00:00,Proto-Oncogene Proteins c-myc,D12.776.660.765
16201965,2006-01-15T00:00:00,Reactive Oxygen Species,D01.339.431
16201965,2006-01-15T00:00:00,Reactive Oxygen Species,D01.650.775
16201965,2006-01-15T00:00:00,Sphingosine,D02.033.100.700
