pmid,year,mesh,meshTreeNumber
18171996,2008-01-02T00:00:00,ADAM Proteins,D08.811.277.656.675.374.102
18171996,2008-01-02T00:00:00,ADAM Proteins,D09.400.430.500
18171996,2008-01-02T00:00:00,ADAM Proteins,D12.776.395.033
18171996,2008-01-02T00:00:00,Animals,B01.050
18171996,2008-01-02T00:00:00,Bacterial Proteins,D12.776.097
18171996,2008-01-02T00:00:00,Cell Movement,G04.299.283
18171996,2008-01-02T00:00:00,Cell Movement,G07.700.560.500.180
18171996,2008-01-02T00:00:00,Cell Proliferation,G04.299.233.750
18171996,2008-01-02T00:00:00,Cell Proliferation,G07.700.320.249.410.750
18171996,2008-01-02T00:00:00,Epithelial Cells,A11.436
18171996,2008-01-02T00:00:00,Intercellular Signaling Peptides and Proteins,D12.644.276
18171996,2008-01-02T00:00:00,Intercellular Signaling Peptides and Proteins,D12.776.467
18171996,2008-01-02T00:00:00,Intercellular Signaling Peptides and Proteins,D23.529
18171996,2008-01-02T00:00:00,"Kidney Tubules, Proximal",A05.810.453.736.560.570
18171996,2008-01-02T00:00:00,Matrix Metalloproteinases,D08.811.277.656.300.480.525
18171996,2008-01-02T00:00:00,Matrix Metalloproteinases,D08.811.277.656.675.374.525
18171996,2008-01-02T00:00:00,Oxidative Stress,G03.495.710
18171996,2008-01-02T00:00:00,Oxidative Stress,G07.700.830.750
18171996,2008-01-02T00:00:00,Quinazolines,D03.438.786
18171996,2008-01-02T00:00:00,Rabbits,B01.050.150.900.649.521.700
18171996,2008-01-02T00:00:00,"Receptor, Epidermal Growth Factor",D08.811.913.696.620.682.725.400.100
18171996,2008-01-02T00:00:00,"Receptor, Epidermal Growth Factor",D12.776.543.750.060.249
18171996,2008-01-02T00:00:00,"Receptor, Epidermal Growth Factor",D12.776.543.750.750.360.300
18171996,2008-01-02T00:00:00,"Receptor, Epidermal Growth Factor",D12.776.543.750.750.400.340
18171996,2008-01-02T00:00:00,Wound Healing,G16.100.856.891
18171996,2008-01-02T00:00:00,src-Family Kinases,D08.811.913.696.620.682.725.800
18172066,2008-01-02T00:00:00,Alligators and Crocodiles,B01.050.150.900.833.100
18172066,2008-01-02T00:00:00,Animals,B01.050
18172066,2008-01-02T00:00:00,"Animals, Newborn",B01.050.050.282
18172066,2008-01-02T00:00:00,"Embryo, Nonmammalian",A13.350
18172066,2008-01-02T00:00:00,"Embryo, Nonmammalian",A16.331
18172066,2008-01-02T00:00:00,Environmental Exposure,N06.850.460.350
18172066,2008-01-02T00:00:00,Environmental Pollutants,D27.888.284
18172066,2008-01-02T00:00:00,Estradiol,D04.808.365.415.248
18172066,2008-01-02T00:00:00,Estradiol,D06.472.334.851.437.500
18172066,2008-01-02T00:00:00,"Gene Expression Regulation, Developmental",G05.355.315.310
18172066,2008-01-02T00:00:00,Phosphoproteins,D12.776.744
18172066,2008-01-02T00:00:00,Population Dynamics,I01.240.600
18172066,2008-01-02T00:00:00,Population Dynamics,N01.224.625
18172066,2008-01-02T00:00:00,Population Dynamics,N06.850.505.400.700
18172066,2008-01-02T00:00:00,"RNA, Messenger",D13.444.735.544
18172066,2008-01-02T00:00:00,Reproduction,G08.686.785.760
